kegg1,kegg2,smiles1,smiles2,mass1,mass2,formula1,formula2,¦¤m/z,mzDiff,Count,Molecular formula changes
C00010,C15613,CC(C)(COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)[C@H](C(=O)NCCC(=O)NCCS)O,C[C@H](CCC[C@@H](C)C(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)O)[C@H]4CC[C@@H]5[C@@]4([C@H](C[C@H]6[C@H]5[C@@H](C[C@H]7[C@@]6(CC[C@H](C7)O)C)O)O)C,767.1152,1199.4392,C21H36N7O16P3S,C48H80N7O20P3S,-432.324,432.324,1,(/+C27  /+H44  /+O4)
C00019,C12387,C[S+](CC[C@@H](C(=O)[O-])N)C[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)O,C[C@@H]1[C@H]([C@@H](C[C@@H](O1)O[C@@]23[C@@H](CC4=C(C2=O)C(=C5C(=C4)C=C(C(=C5O)C)O)O)[C@@H](C(=O)C(=C3O)C(=O)C)OC)O[C@H]6C[C@H]([C@H]([C@H](O6)C)O)O[C@H]7C[C@]([C@@H]([C@H](O7)C)O)(C)O)O,398.1372,832.3154,C15H22N6O5S,C41H52O18,-434.1782,434.1782,1,(/+C26  /+H30  /+O13  /-N6  /-S)
C00024,C05322,CC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)O,CC(=O)O[C@H]1C=C2[C@H]3CC4=C([C@@]2(CCN3C)C=C1OC)C(=C(C=C4)OC)O,809.1258,371.1733,C23H38N7O17P3S,C21H25NO5,437.9525,437.9525,1,(/-C2  /-H13  /-N6  /-O12  /-P3  /-S)
C00025,C06018,C(CC(=O)O)[C@@H](C(=O)O)N,C[C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)OP(=O)(O)OP(=O)(O)OC[C@@H]2[C@H](C[C@@H](O2)N3C=C(C(=O)NC3=O)C)O)O)O)NC(=O)C,147.0532,589.1074,C5H9NO4,C18H29N3O15P2,-442.0542,442.0542,1,(/+C13  /+H20  /+N2  /+O11  /+P2)
C16154,C16156,C1[C@@H]([C@@H]([C@H]([C@H](O1)OP(=O)(O)OP(=O)(O)OC[C@@H]2[C@H]([C@H]([C@@H](O2)N3C=CC(=O)NC3=O)O)O)O)O)NC=O,CC(=CCC/C(=C/CC/C(=C/CC/C(=C\CC/C(=C\CC/C(=C\CC/C(=C\CC/C(=C\CC/C(=C\CC/C(=C\CC/C(=C\COP(=O)(O)O[C@H]1[C@@H]([C@H]([C@H](CO1)NC=O)O)O)/C)/C)/C)/C)/C)/C)/C)/C)/C)/C)C,563.0554,1005.7187,C15H23N3O16P2,C61H100NO8P,-442.6633,442.6633,1,(/+C46  /+H77  /-N2  /-O8  /-P)
C00024,C03601,CC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)O,CC(=O)OC[C@H]([C@@H](C1=CC=C(C=C1)[N+](=O)[O-])O)NC(=O)C(Cl)Cl,809.1258,364.0229,C23H38N7O17P3S,C13H14Cl2N2O6,445.1029,445.1029,1,(/+Cl2  /-C10  /-H24  /-N5  /-O11  /-P3  /-S)
C05307,C05427,CCC1=C(C2=NC1=CC3=C(C4=C([N-]3)C(=C5[C@H]([C@@H](C(=N5)C=C6C(=C(C(=C2)[N-]6)C=C)C)C)CCC(=O)OC/C=C(\C)/CCC[C@H](C)CCC[C@H](C)CCCC(C)C)C(C4=O)C(=O)OC)C)C=O.[Mg+2],C[C@@H](CCC[C@@H](C)CCC/C(=C/COP(=O)(O)OP(=O)(O)O)/C)CCCC(C)C,906.5146,456.2406,C55H70MgN4O6,C20H42O7P2,450.274,450.274,1,(/+O  /+P2  /-C35  /-H28  /-Mg  /-N4)
C02284,C04354,C[C@]12CC[C@](C[C@H]1C3=CC(=O)[C@@H]4[C@]5(CC[C@@H](C([C@@H]5CC[C@]4([C@@]3(CC2)C)C)(C)C)O[C@H]6[C@@H]([C@H]([C@@H]([C@H](O6)C(=O)O)O)O)O[C@H]7[C@@H]([C@H]([C@@H]([C@H](O7)C(=O)O)O)O)O)C)(C)C(=O)O,[C@@H]1([C@@H]([C@H](O[C@H]([C@@H]1O)O[C@@H]2[C@H]([C@@H]([C@H](OC2O)C(=O)O)O)O)C(=O)O)O)O,822.4038,370.0747,C42H62O16,C12H18O13,452.3291,452.3291,1,(/-C30  /-H44  /-O3)
C00043,C20390,CC(=O)N[C@@H]1[C@H]([C@@H]([C@H](O[C@@H]1OP(=O)(O)OP(=O)(O)OC[C@@H]2[C@H]([C@H]([C@@H](O2)N3C=CC(=O)NC3=O)O)O)CO)O)O,CC(=CCC/C(=C/CC/C(=C\CC/C(=C\CC/C(=C\CC/C(=C\CC/C(=C\CC/C(=C\CC/C(=C\CC/C(=C\COP(=O)(O)OP(=O)(O)O[C@@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O)O)NC(=O)C)/C)/C)/C)/C)/C)/C)/C)/C)/C)C,607.0816,1061.6486,C17H27N3O17P2,C58H97NO12P2,-454.567,454.567,1,(/+C41  /+H70  /-N2  /-O5)
C00448,C15672,CC(=CCC/C(=C/CC/C(=C/COP(=O)(O)OP(=O)(O)O)/C)/C)C,CC1=C(C2=CC3=NC(=CC4=C(C(=C([N-]4)C=C5C(=C(C(=N5)C=C1[N-]2)C=C)C)C(CC/C=C(\C)/CC/C=C(\C)/CCC=C(C)C)O)C)C(=C3CCC(=O)O)C)CCC(=O)O.[Fe+2],382.131,838.3757,C15H28O7P2,C49H58FeN4O5,-456.2447,456.2447,1,(/+C34  /+H30  /+Fe  /+N4  /-O2  /-P2)
C00127,C00920,C(CC(=O)N[C@@H](CSSC[C@@H](C(=O)NCC(=O)O)NC(=O)CC[C@@H](C(=O)O)N)C(=O)NCC(=O)O)[C@@H](C(=O)O)N,CC(C)(COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCSSC[C@@H](C(=O)NCC(=O)O)NC(=O)CC[C@@H](C(=O)O)N)O,612.152,1072.1834,C20H32N6O12S2,C31H51N10O22P3S2,-460.0314,460.0314,1,(/+C11  /+H19  /+N4  /+O10  /+P3)
C00019,C05778,C[S+](CC[C@@H](C(=O)[O-])N)C[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)O,C[C@@]1([C@@H](C2=NC1=CC3=NC(=CC4=C(C(=C(N4)C=C5C(=C(C(=C2)N5)CC(=O)O)CCC(=O)O)CCC(=O)O)CC(=O)O)[C@@]([C@@H]3CCC(=O)O)(C)CC(=O)O)CCC(=O)O)CC(=O)O,398.1372,862.2909,C15H22N6O5S,C42H46N4O16,-464.1537,464.1537,1,(/+C27  /+H24  /+O11  /-N2  /-S)
C00105,C06198,C1=CN(C(=O)NC1=O)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)O)O)O,C1=CN(C(=O)NC1=O)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)OP(=O)(O)OP(=O)(O)OC[C@@H]3[C@H]([C@H]([C@@H](O3)N4C=CC(=O)NC4=O)O)O)O)O,324.0359,789.9938,C9H13N2O9P,C18H26N4O23P4,-465.9579,465.9579,1,(/+C9  /+H13  /+N2  /+O14  /+P3)
C00025,C15652,C(CC(=O)O)[C@@H](C(=O)O)N,C1[C@H]([C@@H]([C@H]([C@@H]([C@H]1N)O[C@@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CN)O)O)N)O[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O[C@@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CN)O)O)N)O)O)N,147.0532,614.3123,C5H9NO4,C23H46N6O13,-467.2591,467.2591,1,(/+C18  /+H37  /+N5  /+O9)
C04053,C19965,C([C@@H]([C@H](C=O)O)O)C(=O)C(=O)O,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)O[C@H]2[C@@H]([C@H](OC([C@@H]2O)O)CO)O)O)O)O[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O[C@H]4[C@@H]([C@H](C=C(O4)C(=O)O)O)O)O)O,176.0321,646.1956,C6H8O6,C24H38O20,-470.1635,470.1635,1,(/+C18  /+H30  /+O14)
C00169,C05080,C(=O)(N)OP(=O)(O)O,CC1=C(C=CC2=C1OC(=O)C(=C2O)NC(=O)C3=CC(=C(C=C3)O)CC=C(C)C)O[C@H]4[C@@H]([C@@H]([C@H](C(O4)(C)C)OC)OC(=O)N)O,140.9827,612.2319,CH4NO5P,C31H36N2O11,-471.2492,471.2492,1,(/+C30  /+H32  /+N  /+O6  /-P)
C00025,C20359,C(CC(=O)O)[C@@H](C(=O)O)N,CC(=O)N[C@@H]1[C@H]([C@@H]([C@H](O[C@@H]1OP(=O)(O)OP(=O)(O)OC[C@@H]2[C@H]([C@H]([C@@H](O2)N3C=CC(=O)NC3=O)O)O)C(=O)O)O)N,147.0532,620.0768,C5H9NO4,C17H26N4O17P2,-473.0236,473.0236,1,(/+C12  /+H17  /+N3  /+O13  /+P2)
C00051,C16563,C(CC(=O)N[C@@H](CS)C(=O)NCC(=O)O)[C@@H](C(=O)O)N,C(CCNCCCNC(=O)CNC(=O)[C@H](CS)NC(=O)CC[C@@H](C(=O)O)N)CNCCCNC(=O)CNC(=O)[C@H](CS)NC(=O)CC[C@@H](C(=O)O)N,307.0838,780.3622,C10H17N3O6S,C30H56N10O10S2,-473.2784,473.2784,1,(/+C20  /+H39  /+N7  /+O4  /+S)
C00024,C11807,CC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)O,C/C=C\1/CN2[C@H]3C[C@@H]1C4[C@@H]2C[C@]5([C@@H]4OC(=O)C)C3=NC6=CC=CC=C56,809.1258,334.1681,C23H38N7O17P3S,C21H22N2O2,474.9577,474.9577,1,(/-C2  /-H16  /-N5  /-O15  /-P3  /-S)
C00353,C19852,CC(=CCC/C(=C/CC/C(=C/CC/C(=C/COP(=O)(O)OP(=O)(O)O)/C)/C)/C)C,CC(=CCC/C(=C/CC/C(=C/CC/C(=C/CC/C(=C\CC/C(=C\CC/C(=C\CC/C(=C\CC/C(=C\CC/C(=C\CC/C(=C\COP(=O)(O)OP(=O)(O)O)/C)/C)/C)/C)/C)/C)/C)/C)/C)/C)C,450.1936,926.6318,C20H36O7P2,C55H92O7P2,-476.4382,476.4382,1,(/+C35  /+H56)
C01083,C04218,C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O[C@@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O)O)O)O)O,CCCCCCCCCCCCCCC(C(CCCCCCC/C=C/CCCCCC)O)C(=O)OC[C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O[C@@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O)O)O)O,342.1162,818.5755,C12H22O11,C44H82O13,-476.4593,476.4594,1,(/+C32  /+H60  /+O2)
C00025,C02166,C(CC(=O)O)[C@@H](C(=O)O)N,CCCCC/C=C\C/C=C\C=C\C=C\[C@H]([C@H](CCCC(=O)O)O)SC[C@@H](C(=O)NCC(=O)O)NC(=O)CC[C@@H](C(=O)O)N,147.0532,625.3033,C5H9NO4,C30H47N3O9S,-478.2501,478.2501,1,(/+C25  /+H38  /+N2  /+O5  /+S)
C00024,C11896,CC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)O,CC1=C2CC[C@@]3(CC[C@@H](C(=C)[C@H]3C[C@@H](C2(C)C)CC1)OC(=O)C)C,809.1258,330.2559,C23H38N7O17P3S,C22H34O2,478.8699,478.8699,1,(/-C  /-H4  /-N7  /-O15  /-P3  /-S)
C00019,C05772,C[S+](CC[C@@H](C(=O)[O-])N)C[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)O,C/C/1=C/2\[C@@]([C@@H](C(=N2)/C=C\3/[C@@]([C@@H](/C(=C/C4=C(C(=C(N4)CC5=C(C(=C1N5)CC(=O)O)CCC(=O)O)CCC(=O)O)CC(=O)O)/N3)CCC(=O)O)(C)CC(=O)O)CCC(=O)O)(C)CC(=O)O,398.1372,878.3222,C15H22N6O5S,C43H50N4O16,-480.185,480.185,1,(/+C28  /+H28  /+O11  /-N2  /-S)
C00019,C06408,C[S+](CC[C@@H](C(=O)[O-])N)C[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)O,C[C@H]1C2=N[C@@](CC3=N/C(=C(\C4=N[C@@](C5[C@@H]([C@@](C1=N5)(C)CCC(=O)O)CC(=O)O)([C@@]([C@@H]4CCC(=O)O)(C)CC(=O)O)C)/C)/[C@@]([C@@H]3CCC(=O)O)(C)CC(=O)O)(C(=C2CCC(=O)O)C)C,398.1372,880.4106,C15H22N6O5S,C45H60N4O14,-482.2734,482.2734,1,(/+C30  /+H38  /+O9  /-N2  /-S)
C12518,C16641,C(CC=O)CC=O,CCC1=C2C=C(C=CC2=NC3=C1CN4C3=CC5=C(C4=O)COC(=O)[C@@]5(CC)O)OC(=O)N6CCC(CC6)N7CCCCC7,100.0524,586.2791,C5H8O2,C33H38N4O6,-486.2267,486.2267,1,(/+C28  /+H30  /+N4  /+O4)
C00406,C18217,CC(C)(COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)[C@H](C(=O)NCCC(=O)NCCSC(=O)/C=C/C4=CC(=C(C=C4)O)OC)O,COC1=C(C=CC(=C1)/C=C/C(=O)OCCCCCCCCCCCCCCCC(=O)O)O,943.1626,448.2825,C31H44N7O19P3S,C26H40O6,494.8801,494.8801,1,(/-C5  /-H4  /-N7  /-O13  /-P3  /-S)
C00019,C06320,C[S+](CC[C@@H](C(=O)[O-])N)C[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)O,C[C@@]12CC3=C([C@](C(=N3)/C=C\4/[C@H]([C@]([C@@](N4)(C5=C([C@@](C(=N5)CC(=N1)C(=C2CC(=O)O)CCC(=O)O)(C)CCC(=O)O)CC(=O)O)C)(C)CC(=O)O)CCC(=O)O)(C)CC(=O)O)CCC(=O)O,398.1372,894.3535,C15H22N6O5S,C44H54N4O16,-496.2163,496.2163,1,(/+C29  /+H32  /+O11  /-N2  /-S)
C00083,C20453,CC(C)(COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)[C@H](C(=O)NCCC(=O)NCCSC(=O)CC(=O)O)O,CCCCCC(=O)C1=C(C=C2CC3=CC(=CC(=C3C(=O)C2=C1O)O)O)O,853.1156,356.126,C24H38N7O19P3S,C20H20O6,496.9896,496.9896,1,(/-C4  /-H18  /-N7  /-O13  /-P3  /-S)
C00083,C11997,CC(C)(COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)[C@H](C(=O)NCCC(=O)NCCSC(=O)CC(=O)O)O,CC[C@@H]1[C@@H](/C=C/C(=O)[C@@H](C[C@@H]([C@@H]([C@H](C(=O)[C@H](C(=O)O1)C)C)O)C)C)C,853.1156,352.225,C24H38N7O19P3S,C20H32O5,500.8906,500.8906,1,(/-C4  /-H6  /-N7  /-O14  /-P3  /-S)
C03345,C04170,C/C=C(\C)/C(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)O,C/C=C(\C)/C(=O)O[C@H]1CCN2C[C@@H]3C[C@@H]([C@@H]2C1)CN4[C@@H]3CCCC4=O,849.1571,346.2256,C26H42N7O17P3S,C20H30N2O3,502.9315,502.9315,1,(/-C6  /-H12  /-N5  /-O14  /-P3  /-S)
C00025,C02465,C(CC(=O)O)[C@@H](C(=O)O)N,C1=CC(=C(C=C1OC2=C(C=C(C=C2I)C[C@@H](C(=O)O)N)I)I)O,147.0532,650.79,C5H9NO4,C15H12I3NO4,-503.7368,503.7368,1,(/+C10  /+H3  /+I3)
C00144,C01261,C1=NC2=C(N1[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)O)O)O)NC(=NC2=O)N,C1=NC2=C(N1[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)OP(=O)(O)OC[C@@H]4[C@H]([C@H]([C@@H](O4)N5C=NC6=C5NC(=NC6=O)N)O)O)O)O)NC(=NC2=O)N,363.058,868.0381,C10H14N5O8P,C20H28N10O21P4,-504.9801,504.9801,1,(/+C10  /+H14  /+N5  /+O13  /+P3)
C00655,C04392,C1=NC2=C(N1[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)O)O)O)NC(=O)NC2=O,C1=NC2=C(N1[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)OP(=O)(O)OC[C@@H]4[C@H]([C@H]([C@@H](O4)N5C=NC6=C5NC(=O)NC6=O)O)O)O)O)NC(=O)NC2=O,364.042,870.0061,C10H13N4O9P,C20H26N8O23P4,-505.9641,505.9641,1,(/+C10  /+H13  /+N4  /+O14  /+P3)
C00074,C04631,C=C(C(=O)O)OP(=O)(O)O,CC(=O)N[C@@H]1[C@H]([C@@H]([C@H](O[C@@H]1OP(=O)(O)OP(=O)(O)OC[C@@H]2[C@H]([C@H]([C@@H](O2)N3C=CC(=O)NC3=O)O)O)CO)O)OC(=C)C(=O)O,167.9824,677.087,C3H5O6P,C20H29N3O19P2,-509.1046,509.1046,1,(/+C17  /+H24  /+N3  /+O13  /+P)
C00024,C20436,CC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)O,C[C@@H]1CN([C@@H]2CC3=CNC4=CC=CC(=C34)[C@H]2[C@H]1OC(=O)C)C,809.1258,298.1681,C23H38N7O17P3S,C18H22N2O2,510.9577,510.9577,1,(/-C5  /-H16  /-N5  /-O15  /-P3  /-S)
C00196,C05821,C1=CC(=C(C(=C1)O)O)C(=O)O,C1[C@@H](C(=O)OC[C@@H](C(=O)OC[C@@H](C(=O)O1)NC(=O)C2=C(C(=CC=C2)O)O)NC(=O)C3=C(C(=CC=C3)O)O)NC(=O)C4=C(C(=CC=C4)O)O,154.0266,669.1442,C7H6O4,C30H27N3O15,-515.1176,515.1176,1,(/+C23  /+H21  /+N3  /+O11)
C00019,C01457,C[S+](CC[C@@H](C(=O)[O-])N)C[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)O,CC[C@@H]1[C@H](/C=C(/C=C/C(=O)[C@@H](C[C@@H]([C@@H]([C@H]([C@@H](CC(=O)O1)O)C)O[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)C)O[C@H]3C[C@@]([C@H]([C@@H](O3)C)O)(C)O)N(C)C)O)CC=O)C)\C)CO[C@H]4[C@@H]([C@@H]([C@@H]([C@H](O4)C)O)OC)OC,398.1372,915.5192,C15H22N6O5S,C46H77NO17,-517.382,517.382,1,(/+C31  /+H55  /+O12  /-N5  /-S)
C04489,C05335,CN1[C@H](CNC2=C1C(=O)N=C(N2)N)CNC3=CC=C(C=C3)C(=O)N[C@@H](CCC(=O)N[C@@H](CCC(=O)N[C@@H](CCC(=O)O)C(=O)O)C(=O)O)C(=O)O,C[Se]CC[C@@H](C(=O)O)N,717.2718,196.9955,C30H39N9O12,C5H11NO2Se,520.2763,520.2763,1,(/+Se  /-C25  /-H28  /-N8  /-O10)
C00512,C03712,CC(C)(COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)[C@H](C(=O)NCCC(=O)NCCSC(=O)C4=CC=CC=C4)O,C1=CC=C(C=C1)C(=O)NCCC[C@@H](C(=O)O)NC(=O)C2=CC=CC=C2,871.1414,340.1423,C28H40N7O17P3S,C19H20N2O4,530.9991,530.9991,1,(/-C9  /-H20  /-N5  /-O13  /-P3  /-S)
C00024,C17230,CC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)O,CSCCCCCCCC(CC(=O)O)(C(=O)O)O,809.1258,278.1188,C23H38N7O17P3S,C12H22O5S,531.007,531.007,1,(/-C11  /-H16  /-N7  /-O12  /-P3)
C00063,C18059,C1=CN(C(=O)N=C1N)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O,CC(=CCC/C(=C/CC/C(=C/CC/C(=C/COC[C@@H](COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=CC(=NC2=O)N)O)O)OC/C=C(\C)/CC/C=C(\C)/CC/C=C(\C)/CCC=C(C)C)/C)/C)/C)C,482.9845,1021.5558,C9H16N3O14P3,C52H85N3O13P2,-538.5713,538.5713,1,(/+C43  /+H69  /-O  /-P)
C00062,C01201,C(C[C@@H](C(=O)O)N)CN=C(N)N,C1=NC2=C(C(=N1)N)N=CN2[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)OP(=O)(O)OC[C@@H]4[C@H]([C@H]([C@H](O4)NC(=NCCC[C@@H](C(=O)O)N)N)O)O)O)O,174.1117,715.1728,C6H14N4O2,C21H35N9O15P2,-541.0611,541.0611,1,(/+C15  /+H21  /+N5  /+O13  /+P2)
C00083,C17743,CC(C)(COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)[C@H](C(=O)NCCC(=O)NCCSC(=O)CC(=O)O)O,C1=CC(=CC=C1/C=C/C(=C/C(=O)/C=C/C2=CC=C(C=C2)O)/O)O,853.1156,308.1049,C24H38N7O19P3S,C19H16O4,545.0107,545.0107,1,(/-C5  /-H22  /-N7  /-O15  /-P3  /-S)
C00024,C17226,CC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)O,CSCCCCCCC(CC(=O)O)(C(=O)O)O,809.1258,264.1031,C23H38N7O17P3S,C11H20O5S,545.0227,545.0227,1,(/-C12  /-H18  /-N7  /-O12  /-P3)
C00019,C00406,C[S+](CC[C@@H](C(=O)[O-])N)C[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)O,CC(C)(COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)[C@H](C(=O)NCCC(=O)NCCSC(=O)/C=C/C4=CC(=C(C=C4)O)OC)O,398.1372,943.1626,C15H22N6O5S,C31H44N7O19P3S,-545.0254,545.0254,1,(/+C16  /+H22  /+N  /+O14  /+P3)
C19241,C19806,CCCC[C@@H](C)[C@H]([C@H](C[C@@H](C)C[C@@H](CCCC[C@H](C[C@@H]([C@H](C)N)O)O)O)OC(=O)C[C@H](CC(=O)O)C(=O)O)OC(=O)C[C@H](CC(=O)O)C(=O)O,C(C(CC(=O)O)C(=O)O)C(=O)O,721.3885,176.0321,C34H59NO15,C6H8O6,545.3564,545.3564,1,(/-C28  /-H51  /-N  /-O9)
C08542,C17759,COC1=C(C=CC(=C1)/C=C/C(=O)O[C@@H]2[C@H]([C@@H]([C@H](O[C@H]2O[C@@H]3[C@H]([C@@H]([C@H](O[C@H]3OC4=C(C=C5C(=C4)C[C@H]([N+]5=C/C=C/6\C[C@H](NC(=C6)C(=O)O)C(=O)O)C(=O)[O-])O)CO)O)O)C(=O)O)O)O)O,COC1=C(C=CC(=C1)/C=C/C(=O)O[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O)O,902.2229,356.1107,C40H42N2O22,C16H20O9,546.1122,546.1122,1,(/-C24  /-H22  /-N2  /-O13)
C00083,C16405,CC(C)(COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)[C@H](C(=O)NCCC(=O)NCCSC(=O)CC(=O)O)O,COC1=C(C=CC(=C1)/C=C/C(=O)C2=C(C=C(C=C2O)O)O)O,853.1156,302.079,C24H38N7O19P3S,C16H14O6,551.0366,551.0366,1,(/-C8  /-H24  /-N7  /-O13  /-P3  /-S)
C00582,C05551,CC(C)(COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)[C@H](C(=O)NCCC(=O)NCCSC(=O)CC4=CC=CC=C4)O,CC1([C@@H](N2[C@H](S1)[C@@H](C2=O)NC(=O)CC3=CC=CC=C3)C(=O)O)C,885.1571,334.0987,C29H42N7O17P3S,C16H18N2O4S,551.0584,551.0584,1,(/-C13  /-H24  /-N5  /-O13  /-P3)
C00002,C19771,C1=NC2=C(C(=N1)N)N=CN2[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O,CC(C)(COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O[C@@H]4[C@@H]([C@@H]([C@H](O4)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)O)C(C(=O)NCCC(=O)NCCS)O,506.9957,1059.0901,C10H16N5O13P3,C26H46N7O26P5S,-552.0944,552.0944,1,(/+C16  /+H30  /+N2  /+O13  /+P2  /+S)
C01879,C18005,C1CC(=O)N[C@@H]1C(=O)O,C1[C@@H]([C@H]([C@@H]([C@H]([C@@H]1NC(=O)[C@H](CCNC(=O)CC[C@@H](C(=O)O)N)O)O)O[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)O)O[C@@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CN)O)O)N)N,129.0426,684.3178,C5H7NO3,C26H48N6O15,-555.2752,555.2752,1,(/+C21  /+H41  /+N5  /+O12)
