ID,m/z
4073,279.1951
4074,279.1951
4075,279.1955
4076,279.19553
4077,279.23141
4087,280.09225
4089,280.11765
4091,280.11798
4092,280.12103
4093,280.12109
4094,280.12869
4095,280.1387
4096,280.1387
4097,280.13882
4098,280.15363
4099,280.15796
4100,280.16605
4101,280.19028
4106,281.05005
4108,281.10657
4109,281.10666
4111,281.11279
4113,281.11731
4115,281.13785
4116,281.13788
4117,281.13791
4119,281.14899
4121,281.14902
4122,281.14948
4124,281.15527
4125,281.15967
4127,281.17386
4129,281.29407
4132,282.00565
4134,282.06427
4135,282.08643
4137,282.10147
4138,282.11908
4139,282.11945
4140,282.11948
4141,282.11957
4142,282.1196
4143,282.12012
4148,282.15494
4150,282.16974
4152,282.20599
4155,282.27847
4156,282.27853
4161,283.10287
4163,283.11734
4164,283.12167
4165,283.1217
4168,283.16217
4171,283.17233
4172,283.17273
4173,283.17276
4174,283.17517
4175,283.17523
4179,283.83212
4187,284.09872
4188,284.09875
4190,284.12753
4192,284.12875
4194,284.14908
4198,284.16
4199,284.17053
4200,284.18497
4201,284.20599
4202,284.22189
4203,284.29391
4205,284.29413
4207,284.29453
4208,284.33035
4210,284.6561
4213,285.00574
4214,285.07571
4216,285.1123
4217,285.11563
4218,285.12378
4219,285.12811
4223,285.19226
4224,285.22772
4225,285.22879
4226,285.66388
4227,285.98822
4229,286.09128
4230,286.10342
4232,286.13962
4233,286.13962
4234,286.13962
4235,286.13962
4236,286.1434
4237,286.16409
4238,286.16418
4239,286.16476
4240,286.16525
4241,286.17624
4242,286.17624
4243,286.17627
4245,286.20071
4246,286.20084
4248,286.20087
4255,286.30954
4261,287.06104
4262,287.08401
4265,287.11337
4266,287.12326
4267,287.13055
4270,287.13477
4272,287.17169
4274,287.19632
4278,287.20041
4279,287.20044
4280,287.20047
4282,287.23615
4284,287.63242
4285,287.63257
4291,288.10788
4292,288.12631
4293,288.12637
4294,288.12637
4296,288.1554
4297,288.16232
4299,288.19135
4301,288.19186
4302,288.19186
4303,288.19193
4305,288.20239
4306,288.20239
4307,288.21628
4308,288.21677
4309,288.21683
4310,288.21686
4312,288.25293
4314,288.28922
4315,288.28931
4316,288.28931
4317,288.28931
4318,288.28937
4319,288.2894
4321,288.64005
4324,289.02332
4325,289.02646
4329,289.09174
4331,289.10394
4332,289.10629
4334,289.10635
4335,289.11554
4337,289.13901
4338,289.13968
4342,289.17667
4343,289.17676
4344,289.17688
4346,289.20078
4351,289.21542
4353,289.21579
4354,289.2164
4355,289.21646
4356,289.21649
4358,290.06396
4360,290.13397
4361,290.13397
4362,290.13425
4363,290.14178
4365,290.1423
4368,290.1705
4369,290.1705
4370,290.17053
4371,290.17056
4372,290.17059
4373,290.17447
4374,290.17456
4375,290.17786
4376,290.17795
4377,290.17798
4378,290.17801
4379,290.17801
4380,290.19565
4383,290.23196
4387,290.2688
4388,290.26889
4389,290.26895
4395,291.03851
4397,291.06915
4400,291.09708
4401,291.09711
4402,291.09744
4403,291.11389
4407,291.12021
4408,291.12247
4409,291.12259
4411,291.15515
4412,291.15521
4414,291.15839
4415,291.15845
4416,291.15848
4417,291.15909
4419,291.15912
4420,291.15918
4421,291.17316
4422,291.1908
4423,291.19485
4425,291.19504
4427,291.1951
4435,292.08469
4439,292.12909
4440,292.15463
4441,292.15683
4442,292.15689
4444,292.15808
4445,292.18057
4446,292.18991
4447,292.19009
4449,292.19067
4450,292.19351
4451,292.19354
4458,292.64243
4461,292.98578
4465,293.10156
4466,293.11246
4468,293.1384
4469,293.1384
4470,293.13843
4471,293.13855
4472,293.14273
4473,293.14917
4474,293.14917
4475,293.17422
4476,293.17429
4477,293.17474
4478,293.17474
4480,293.17477
4481,293.17477
4482,293.1748
4483,293.1748
4484,293.1748
4485,293.17505
4486,293.18527
4487,293.21045
4488,293.21045
4489,293.21057
4490,293.22571
4494,294.00256
4498,294.04733
4500,294.10062
4505,294.14481
4506,294.15445
4507,294.15451
4508,294.15454
4509,294.1694
4511,294.173
4512,294.18076
4513,294.1814
4516,294.20636
4517,294.20645
4519,294.22766
4523,294.98282
4527,295.09613
4529,295.11783
4532,295.12817
4533,295.1282
4535,295.14993
4539,295.15393
4541,295.15817
4542,295.16483
4543,295.17242
4544,295.18729
4545,295.18961
4546,295.19049
4547,295.19052
4549,295.19055
4550,295.19061
4551,295.20547
4553,295.20557
4558,295.23776
4560,295.96881
4561,296.05756
4562,296.05762
4564,296.06573
4567,296.12363
4568,296.12366
4571,296.13483
4573,296.13495
4575,296.14618
4576,296.1463
4577,296.14938
4578,296.14941
4579,296.14941
4580,296.16449
4582,296.18268
4584,296.18558
4586,296.20712
4595,297.08316
4596,297.09042
4599,297.10815
4600,297.10818
4601,297.13293
4602,297.13315
4603,297.13773
4604,297.13776
4605,297.14386
4606,297.14386
4609,297.15436
4610,297.15439
4611,297.16766
4613,297.16946
4615,297.20526
4616,297.20529
4617,297.20581
4618,297.20581
4623,297.24161
4624,297.24179
4629,298.07388
4630,298.09656
4631,298.09705
4632,298.11417
4636,298.1434
4637,298.147
4643,298.18567
4647,298.27335
4648,298.27359
4649,298.30948
4653,299.10623
4654,299.12784
4655,299.12793
4662,299.14917
4663,299.15402
4665,299.16757
4666,299.16763
4667,299.2002
4668,299.23264
4669,299.30566
4670,299.63229
4676,300.07446
4677,300.08981
4678,300.10529
4679,300.11884
4684,300.13416
4686,300.1626
4687,300.17978
4688,300.17981
4689,300.17987
4692,300.19165
4693,300.19168
4694,300.19907
4695,300.20096
4697,300.22757
4699,300.28903
4700,300.28906
4707,301.01688
4708,301.08142
4709,301.11789
4712,301.11856
4715,301.1409
4721,301.1835
4730,301.28406
4736,302.11371
4737,302.12079
4738,302.12079
4740,302.12347
4741,302.1412
4742,302.14133
4743,302.14136
4744,302.14941
4745,302.14996
4747,302.17081
4748,302.17807
4749,302.17816
4750,302.19611
4751,302.19611
4752,302.19614
4753,302.20673
4754,302.20673
4755,302.20673
4756,302.20779
4757,302.20789
4758,302.21426
4759,302.23221
4761,302.26819
4762,302.26895
4763,302.30515
4764,302.3053
4766,303.05356
4770,303.10867
4774,303.14169
4775,303.14432
4778,303.16675
4779,303.16992
4780,303.16998
4781,303.19537
4782,303.19537
4783,303.19547
4784,303.19559
4788,303.23172
4792,304.08395
4793,304.08551
4794,304.10016
4795,304.11389
4798,304.12073
4800,304.15024
4802,304.15036
4803,304.15039
4805,304.15717
4806,304.1572
4807,304.15729
4809,304.17554
4810,304.17676
4811,304.18674
4813,304.21118
4817,304.28473
4818,304.28488
4819,304.29929
4820,304.69562
4821,304.89212
4823,305.02145
4831,305.13794
4834,305.15311
4835,305.15634
4836,305.15649
4837,305.16083
4839,305.17047
4840,305.17728
4841,305.17841
4842,305.17844
4843,305.18591
4844,305.186
4846,305.21057
4847,305.21063
4848,305.21063
4849,305.21069
4852,305.21115
4853,305.66306
4855,306.04742
4860,306.11761
4862,306.1362
4863,306.1362
4864,306.13623
4865,306.13626
4866,306.13696
4867,306.15097
4868,306.16602
4869,306.17303
4870,306.1731
4871,306.17313
4876,306.22763
4877,306.22763
4878,306.22769
4880,306.24216
4882,306.2428
4883,306.24292
4884,306.26398
4885,306.26398
4886,306.27908
4888,306.65891
4891,307.04333
4893,307.08258
4896,307.10168
4897,307.10172
4898,307.10175
4899,307.10184
4902,307.12164
4904,307.12872
4906,307.15359
4908,307.16498
4909,307.17184
4910,307.172
4912,307.18988
4913,307.19302
4914,307.20071
4915,307.2019
4916,307.21091
4917,307.2262
4918,307.22672
4919,307.22672
4920,307.22672
4921,307.22675
4922,307.22684
4923,307.22684
4924,307.24103
4925,307.24234
4928,308.06088
4929,308.08026
4931,308.09879
4933,308.1348
4934,308.15982
4935,308.17584
4936,308.18475
4937,308.18588
4938,308.18594
4939,308.186
4943,308.21765
4944,308.25827
4945,308.29428
4946,308.2948
4950,309.12915
4951,309.13327
4953,309.13733
4954,309.13745
4955,309.16531
4957,309.20496
4958,309.2052
4960,309.2063
4961,309.24234
4970,310.11343
4972,310.12766
4974,310.13953
4975,310.14636
4976,310.14694
4980,310.17529
4981,310.18329
4982,310.20059
4983,310.20059
4984,310.20065
4985,310.20068
4987,310.20123
4989,310.30994
4990,310.30997
4998,311.06897
5000,311.12289
5001,311.12296
5002,311.12317
5003,311.14841
5005,311.14893
5006,311.18478
5007,311.18484
5008,311.18542
5009,311.18546
5012,311.22189
5013,311.23596
5015,312.0033
5017,312.04504
5018,312.08884
5019,312.11038
5020,312.11038
5021,312.12601
5022,312.12909
5023,312.12924
5025,312.12927
5026,312.13049
5027,312.14346
5028,312.16544
5030,312.1803
5031,312.1915
5034,312.21609
5036,312.21625
5038,312.21661
5039,312.21667
5040,312.21683
5043,312.25275
5044,312.2533
5050,312.32629
5051,312.36142
5057,313.10669
5059,313.14029
5060,313.14288
5062,313.14621
5064,313.15466
5065,313.15747
5066,313.16452
5068,313.1752
5069,313.17578
5072,313.20074
5074,313.20078
5075,313.20078
5077,313.21576
5079,313.21582
5081,313.21585
5084,313.23685
5087,313.66055
5090,314.09174
5093,314.13464
5094,314.13788
5097,314.16348
5098,314.17865
5099,314.17865
5101,314.18088
5102,314.1958
5103,314.19586
5104,314.19595
5105,314.20715
5106,314.20728
5107,314.21646
5108,314.21713
5110,314.23221
5111,314.23288
5112,314.23288
5114,314.34189
5117,315.0527
5121,315.13397
5123,315.13406
5124,315.13409
5134,315.23169
5135,315.23181
5142,316.13617
5143,316.15393
5145,316.18021
5146,316.18661
5147,316.18668
5149,316.19012
5150,316.19391
5151,316.19391
5152,316.19394
5153,316.19397
5156,316.21121
5157,316.21127
5158,316.21136
5159,316.22256
5160,316.22256
5161,316.22272
5163,316.24863
5164,316.24869
5165,316.24869
5170,316.28448
5171,316.28452
5172,316.28455
5173,316.28461
5174,316.28461
5175,316.32132
5176,316.32138
5184,317.11526
5186,317.1312
5187,317.13586
5188,317.14896
5190,317.14978
5191,317.14984
5192,317.14984
5194,317.17148
5195,317.17398
5196,317.17401
5197,317.17743
5200,317.21155
5203,317.24759
5205,317.24771
5206,317.27942
5218,318.13696
5219,318.16595
5220,318.16602
5221,318.16608
5222,318.16608
5223,318.16614
5225,318.17276
5227,318.19559
5229,318.20233
5230,318.20236
5231,318.20239
5232,318.20969
5233,318.20969
5238,318.29938
5239,318.29953
5240,318.2999
5241,318.30042
5242,318.3006
5249,319.03458
5253,319.12909
5255,319.13583
5266,319.18964
5268,319.1908
5269,319.19305
5270,319.19315
5271,319.19318
5278,319.22617
5279,319.22617
5281,319.2413
5282,319.2626
5285,320.05746
5288,320.11575
5291,320.12332
5292,320.13303
5293,320.13403
5295,320.15247
5296,320.15259
5306,320.25763
5308,320.25839
5309,320.83401
5312,321.0502
5313,321.05023
5315,321.14441
5317,321.14767
5319,321.1803
5321,321.20547
5322,321.20551
5323,321.20554
5326,321.2056
5327,321.20566
5328,321.21713
5330,321.21719
5332,321.24219
5333,321.24225
5334,321.24234
5335,321.24237
5337,321.31473
5338,321.84665
5343,322.0733
5345,322.09598
5347,322.13168
5348,322.13177
5351,322.16498
5354,322.18771
5357,322.21176
5358,322.21179
5359,322.21375
5363,323.05688
5364,323.09045
5368,323.15317
5369,323.16748
5371,323.17047
5372,323.19571
5373,323.19577
5374,323.19586
5378,323.23636
5385,324.08899
5389,324.13028
5391,324.18018
5393,324.19144
5394,324.21628
5395,324.23477
5399,324.28879
5401,324.6937
5405,325.06985
5406,325.08902
5409,325.11279
5411,325.13303
5412,325.13852
5413,325.13919
5415,325.1637
5417,325.1825
5420,325.21216
5422,325.23648
5423,325.23666
5424,325.2373
5428,325.25186
5432,326.00562
5434,326.03693
5437,326.12292
5439,326.1438
5440,326.14594
5441,326.15976
5442,326.19608
5443,326.19614
5444,326.1962
5445,326.1962
5446,326.19669
5448,326.20789
5449,326.23178
5453,326.70862
5459,327.08902
5461,327.0892
5464,327.15851
5465,327.15854
5466,327.1586
5468,327.19492
5469,327.20139
5470,327.20264
5472,327.23083
5475,327.63156
5478,328.03714
5480,328.12091
5481,328.12509
5482,328.13873
5483,328.14194
5487,328.1745
5488,328.17511
5489,328.17584
5490,328.19363
5491,328.19669
5492,328.21115
5493,328.21118
5494,328.21118
5495,328.21118
5496,328.21121
5497,328.21124
5498,328.21252
5500,328.23248
5510,329.10529
5511,329.14212
5512,329.14224
5516,329.1597
5517,329.17383
5518,329.17398
5519,329.17511
5521,329.18115
5526,329.21072
5527,329.2113
5528,329.21133
5529,329.21136
5530,329.2114
5537,330.11197
5538,330.13614
5539,330.13675
5540,330.13681
5543,330.16595
5544,330.16599
5545,330.17236
5547,330.19089
5549,330.20142
5550,330.20154
5554,330.22772
5559,330.22787
5560,330.2384
5564,330.26413
5566,330.33673
5569,331.07391
5570,331.08035
5571,331.08444
5572,331.11118
5574,331.12979
5576,331.14676
5578,331.15088
5581,331.168
5587,331.18811
5588,331.19669
5592,331.22592
5593,331.22592
5594,331.22592
5595,331.22595
5596,331.22598
5597,331.22601
5599,331.22607
5601,331.22653
5603,331.22653
5604,331.22656
5605,331.22656
5606,331.22659
5608,331.22672
5615,332.11057
5616,332.13327
5617,332.13354
5618,332.15256
5619,332.15256
5620,332.15259
5621,332.15259
5622,332.15268
5623,332.15268
5624,332.15271
5625,332.18069
5626,332.18073
5627,332.18198
5628,332.18207
5629,332.1821
5630,332.18839
5631,332.18863
5632,332.20578
5634,332.2179
5635,332.2179
5636,332.21799
5637,332.21802
5638,332.22128
5640,332.24304
5641,332.24304
5642,332.2431
5643,332.24319
5645,332.27887
5646,332.31564
5647,332.31567
5653,333.05133
5655,333.07452
5660,333.15591
5661,333.1666
5662,333.16733
5663,333.17261
5664,333.17615
5666,333.18982
5667,333.19037
5668,333.20349
5671,333.20657
5675,333.24173
5677,333.24234
5678,333.24234
5679,333.24237
5681,333.24243
5685,334.07391
5686,334.09219
5687,334.09576
5690,334.14001
5692,334.16006
5693,334.1601
5694,334.16016
5695,334.16016
5696,334.16022
5698,334.16742
5699,334.16821
5701,334.1965
5703,334.20435
5704,334.25787
5705,334.25787
5706,334.25793
5707,334.25793
5708,334.25803
5710,334.27304
5711,334.27316
5712,334.27377
5713,334.2738
5714,334.27383
5716,334.27441
5717,334.29483
5718,334.29504
5721,334.9913
5729,335.16974
5730,335.18484
5733,335.18854
5734,335.18857
5735,335.1886
5737,335.18869
5738,335.18875
5739,335.22134
5740,335.22137
5741,335.22272
5743,335.23587
5745,335.23599
5747,335.23602
5750,335.27872
5751,335.94116
5756,336.15488
5757,336.15543
5763,336.19186
5765,336.19238
5767,336.19244
5768,336.1925
5770,336.19287
5771,336.21594
5772,336.21658
5773,336.21667
5774,336.21677
5776,336.25333
5783,337.14236
5784,337.15036
5785,337.16061
5786,337.16074
5791,337.21136
5792,337.23401
5793,337.25156
5795,337.25162
5796,337.25162
5797,337.25165
5798,337.25168
5799,337.25174
5801,337.27347
5802,337.96915
5804,338.07565
5806,338.13464
5809,338.15878
5814,338.19336
5815,338.23245
5822,338.34088
5823,338.34204
5825,339.05252
5832,339.15552
5834,339.15823
5836,339.15848
5838,339.19177
5839,339.19467
5841,339.21613
5842,339.21613
5845,339.23169
5846,339.25302
5847,339.25302
5848,339.25311
5853,339.26807
5854,339.2681
5855,339.26813
5856,339.84149
5862,340.16016
5864,340.17575
5867,340.19595
5868,340.19601
5869,340.20929
5870,340.21164
5871,340.23245
5872,340.24789
5875,340.28381
5876,340.28424
5877,340.28427
5879,340.28433
5880,340.28439
5881,340.67789
5884,341.06937
5885,341.10068
5888,341.10574
5890,341.13812
5891,341.14175
5892,341.15588
5893,341.16415
5895,341.17386
5897,341.17404
5898,341.1752
5899,341.1752
5900,341.1752
5902,341.17532
5904,341.18008
5905,341.18008
5906,341.21777
5909,341.24701
5910,341.24701
5911,341.24713
5914,341.31516
5919,342.06833
5920,342.06839
5922,342.13956
5924,342.17041
5925,342.17572
5926,342.19135
5928,342.20947
5929,342.21176
5941,343.12283
5942,343.13181
5943,343.1546
5946,343.17566
5950,343.19824
5951,343.22302
5954,343.26282
5955,343.26309
5957,343.26321
5959,343.28503
5960,343.28516
5961,343.29614
5968,344.09085
5971,344.13339
5972,344.15286
5973,344.18173
5974,344.18176
5975,344.18915
5977,344.20663
5979,344.20667
5981,344.2067
5982,344.228
5984,344.25427
5986,344.25436
5988,344.27859
5989,344.27859
5991,344.27917
5992,344.27927
5993,344.28003
5995,344.31641
6001,345.06308
6004,345.10007
6005,345.10016
6006,345.10019
6010,345.14719
6011,345.14719
6012,345.14728
6014,345.177
6015,345.17712
6016,345.18314
6019,345.18475
6021,345.20508
6023,345.20572
6024,345.20578
6025,345.20581
6026,345.20584
6028,345.21338
6029,345.21341
6030,345.21344
6033,345.24167
6038,346.05447
6040,346.11267
6041,346.13144
6042,346.15543
6043,346.15982
6044,346.1759
6045,346.18634
6047,346.19632
6048,346.19638
6049,346.19641
6051,346.19788
6056,346.23303
6057,346.23303
6058,346.23315
6063,346.31015
6064,346.33087
6065,346.33093
6066,346.70694
6067,346.70697
6069,346.7207
6071,347.08548
6072,347.12067
6073,347.12372
6077,347.16959
6078,347.1759
6080,347.19272
6081,347.19281
6083,347.21875
6085,347.22095
6086,347.22101
6087,347.22101
6088,347.22101
6089,347.22107
6090,347.22107
6092,347.22113
6093,347.22119
6094,347.22119
6095,347.22153
6096,347.22159
6098,347.22168
6099,347.22174
6100,347.2218
6102,347.25839
6104,348.07941
6106,348.12256
6108,348.14325
6109,348.14767
6110,348.14777
6113,348.14783
6114,348.15051
6115,348.17633
6116,348.17636
6117,348.17636
6118,348.17645
6119,348.17648
6122,348.23874
6123,348.25336
6124,348.28876
6125,348.28879
6126,348.31039
6127,348.72226
6131,349.0954
6132,349.10318
6133,349.13409
6135,349.13965
6136,349.15045
6139,349.18213
6141,349.18594
6143,349.2352
6144,349.23615
6145,349.23621
6147,349.23685
6148,349.23691
6149,349.23697
6151,349.23724
6152,349.23764
6153,349.23764
6154,349.2377
6155,349.2377
6156,349.23776
6161,350.08719
6162,350.08722
6163,350.08728
6164,350.08975
6166,350.12073
6167,350.14487
6168,350.17029
6169,350.17639
6170,350.18146
6172,350.19656
6173,350.19907
6174,350.20609
6175,350.20694
6176,350.21689
6178,350.23172
6179,350.24496
6180,350.26791
6183,350.34039
6186,350.98422
6198,351.20108
6199,351.21588
6200,351.21591
6201,351.21594
6203,351.2305
6205,351.2308
6206,351.25259
6211,352.10635
6212,352.15015
6214,352.15021
6216,352.15942
6217,352.15945
6218,352.16037
6219,352.17902
6221,352.21112
6225,352.25116
6229,352.2847
6233,352.30444
6239,353.0766
6243,353.12213
6244,353.12979
6246,353.15646
6248,353.1958
6251,353.21957
6252,353.22006
6253,353.23196
6254,353.24634
6255,353.24646
6258,353.24774
6260,353.24789
6266,354.17139
6267,354.17511
6268,354.17511
6270,354.22653
6271,354.22662
6272,354.22662
6274,354.22668
6275,354.22672
6276,354.22678
6277,354.22745
6278,354.23764
6279,354.23764
6280,354.26352
6282,354.26376
6285,354.33615
6294,355.12128
6296,355.15363
6297,355.15366
6298,355.15366
6299,355.15366
6300,355.15366
6302,355.15369
6303,355.15369
6304,355.15372
6305,355.15375
6306,355.15381
6307,355.15384
6311,355.17856
6313,355.2204
6314,355.22046
6316,355.22647
6319,355.26312
6320,355.26312
6322,355.26321
6323,355.26321
6325,355.26328
6326,355.26328
6328,355.26337
6334,356.11667
6335,356.12769
6336,356.13364
6337,356.15179
6339,356.15311
6340,356.15558
6341,356.19104
6343,356.20584
6344,356.21719
6345,356.21799
6346,356.24243
6347,356.24246
6349,356.24252
6352,356.24319
6353,356.24323
6360,356.27979
6362,356.35172
6366,357.1001
6370,357.13586
6371,357.13596
6372,357.13611
6375,357.15598
6377,357.16946
6379,357.16953
6380,357.16956
6381,357.16959
6382,357.16962
6383,357.16968
6384,357.16968
6385,357.20099
6386,357.21277
6387,357.23276
6388,357.23529
6392,357.26328
6393,357.27826
6394,357.27844
6395,357.27847
6396,357.2785
6397,357.27856
6398,357.27863
6402,358.11252
6404,358.14865
6406,358.16812
6409,358.1962
6410,358.19772
6411,358.20755
6412,358.20755
6414,358.2269
6416,358.24268
6417,358.2438
6419,358.29553
6420,358.29568
6421,358.36801
6424,359.07855
6428,359.11484
6429,359.11499
6430,359.1163
6431,359.11636
6432,359.16714
6433,359.16974
6434,359.18188
6435,359.18484
6436,359.18488
6437,359.19168
6438,359.19598
6440,359.22842
6441,359.22852
6442,359.22855
6443,359.22858
6445,359.22873
6453,360.15024
6455,360.18292
6456,360.18359
6457,360.18372
6459,360.20718
6460,360.21201
6461,360.21207
6462,360.21207
6463,360.21213
6464,360.2135
6465,360.21359
6468,360.22995
6471,360.28894
6472,360.34665
6473,360.65106
6480,361.17169
6481,361.17169
6482,361.19781
6483,361.19788
6484,361.19794
6486,361.20035
6487,361.20108
6489,361.23499
6491,361.27255
6492,361.27271
6494,361.69485
6497,362.12643
6498,362.12643
6501,362.15521
6502,362.16235
6506,362.19116
6507,362.19266
6509,362.19925
6510,362.1994
6511,362.20743
6512,362.20889
6513,362.22208
6516,362.23303
6517,362.24512
6520,362.30466
6521,362.32611
6522,362.32648
6523,362.32669
6524,362.32675
6525,362.92615
6527,363.11057
6530,363.15442
6531,363.15533
6532,363.15787
6533,363.15796
6536,363.21561
6537,363.21561
6538,363.21616
6539,363.21616
6542,363.21698
6543,363.21707
6544,363.2171
6550,364.05292
6551,364.11697
6557,364.19559
6558,364.19623
6559,364.19623
6561,364.20804
6563,364.2146
6566,364.2475
6567,364.24765
6568,364.24823
6569,364.24832
6570,364.24841
6575,365.10599
6576,365.14505
6578,365.17465
6579,365.17468
6581,365.19226
6583,365.23108
6587,365.23251
6588,365.2326
6589,365.23264
6591,365.23276
6595,366.06091
6596,366.09973
6597,366.10736
6599,366.16537
6600,366.17676
6604,366.19446
6606,366.21167
6608,366.21179
6609,366.22665
6610,366.24033
6611,366.2991
6612,366.30051
6617,367.14917
6618,367.1492
6619,367.1492
6620,367.14935
6621,367.14935
6623,367.15912
6624,367.1958
6626,367.21173
6627,367.22501
6629,367.24738
6630,367.2475
6633,367.29919
6635,368.09824
6637,368.14511
6638,368.14948
6641,368.15588
6646,368.20627
6648,368.22705
6652,368.24368
6653,368.25735
6657,368.30002
6661,368.72018
6663,368.72021
6671,369.1669
6673,369.16867
6674,369.16876
6675,369.17029
6676,369.18988
6677,369.24277
6678,369.24283
6685,369.35123
6696,370.17163
6697,370.20905
6698,370.22198
6699,370.22205
6704,370.23373
6708,370.25919
6711,370.2948
6715,370.73596
6718,371.11627
6719,371.11636
6720,371.14914
6721,371.14917
6722,371.14923
6723,371.14929
6724,371.15179
6727,371.16794
6729,371.18472
6730,371.18472
6731,371.18475
6732,371.18475
6733,371.18488
6734,371.18488
6735,371.185
6738,371.22665
6740,371.25781
6742,371.25784
6743,371.25787
6744,371.25787
6746,371.25793
6747,371.25803
6748,371.27963
6749,371.32721
6754,372.22293
6757,372.22742
6758,372.22745
6761,372.23746
6762,372.23749
6763,372.23764
6765,372.24374
6766,372.25809
6768,372.28952
6770,372.31021
6771,372.31024
6772,372.31137
6773,372.34653
6778,373.05865
6782,373.13123
6783,373.13129
6784,373.13129
6787,373.16446
6788,373.16452
6789,373.16458
6790,373.16458
6791,373.16464
6792,373.1647
6793,373.18335
6794,373.1835
6795,373.19861
6796,373.23465
6797,373.23788
6799,373.2449
6801,373.27383
6802,373.27383
6803,373.27386
6804,373.2739
6805,373.27393
6806,373.27393
6807,373.27396
6808,373.27405
6809,373.27405
6810,373.27405
6817,374.10818
6818,374.10822
6820,374.14407
6821,374.16293
6823,374.17078
6824,374.17139
6826,374.22809
6827,374.22812
6828,374.22812
6829,374.22821
6830,374.22824
6832,374.25299
6833,374.25299
6838,374.36206
6839,374.36212
6844,375.13004
6846,375.15689
6847,375.17734
6848,375.17743
6850,375.17923
6851,375.18066
6852,375.18066
6853,375.18781
6856,375.21362
6857,375.22385
6862,375.28949
6865,375.98502
6868,376.01126
6872,376.10529
6876,376.14145
6877,376.14148
6878,376.15958
6879,376.17169
6880,376.17169
6881,376.17188
6883,376.17197
6884,376.17804
6885,376.18988
6886,376.23315
6888,376.26004
6889,376.28406
6890,376.3197
6894,377.09024
6896,377.12592
6897,377.13373
6898,377.14481
6902,377.17441
6903,377.19598
6904,377.19601
6905,377.19608
6907,377.23257
6908,377.2326
6911,377.26907
6913,377.28049
6915,378.10013
6916,378.12094
6917,378.12097
6918,378.13937
6919,378.16061
6920,378.16525
6921,378.1655
6923,378.17517
6924,378.17538
6925,378.17578
6926,378.19153
6928,378.22308
6930,378.23837
6931,378.24048
6933,378.26315
6934,378.32047
6935,378.32062
6936,378.90063
6937,378.98245
6940,379.14194
6942,379.16815
6947,379.24863
6948,379.29535
6950,379.70966
6957,380.14542
6958,380.18109
6959,380.18182
6960,380.18195
6961,380.19162
6962,380.19168
6963,380.19186
6966,380.21701
6967,380.21719
6973,380.24286
6974,380.24326
6975,380.24362
6976,380.25583
6984,381.07968
6987,381.15073
6988,381.15378
6989,381.15762
6991,381.17484
6992,381.20581
6993,381.22617
6994,381.22623
6995,381.22729
6996,381.22733
6997,381.26242
6998,381.26248
7007,382.18542
7010,382.20737
7011,382.20746
7012,382.20749
7013,382.20749
7014,382.20752
7015,382.20752
7016,382.22009
7018,382.25803
7019,382.2587
7020,382.27133
7022,382.33066
7024,382.33081
7027,383.09494
7028,383.11188
7029,383.11276
7034,383.16937
7035,383.16937
7036,383.16943
7037,383.16943
7038,383.16949
7039,383.16953
7040,383.24173
7043,383.33145
7046,384.11569
7047,384.14944
7048,384.17661
7050,384.203
7051,384.22263
7052,384.22269
7053,384.23532
7055,384.23868
7056,384.23868
7057,384.25662
7058,384.27353
7061,384.27362
7062,384.27365
7063,384.27371
7064,384.27429
7066,384.28836
7067,384.28946
7068,384.34723
7069,384.84055
7073,385.05969
7076,385.16348
7078,385.18503
7080,385.20099
7081,385.2067
7082,385.20673
7084,385.20856
7086,385.24429
7088,385.25772
7089,385.30515
7090,385.3089
7094,385.72974
7097,386.12686
7100,386.19971
7101,386.2016
7103,386.23767
7104,386.23782
7111,387.10007
7114,387.14423
7116,387.16223
7118,387.18036
7119,387.18042
7120,387.18045
7122,387.18051
7124,387.19312
7125,387.20132
7126,387.21451
7129,387.25281
7131,387.25296
7133,387.2735
7137,388.08618
7140,388.1232
7141,388.13437
7142,388.15964
7145,388.21466
7147,388.23282
7148,388.24716
7150,388.25308
7151,388.25314
7153,388.30615
7157,389.04031
7162,389.15863
7165,389.19315
7166,389.19482
7167,389.19482
7172,389.19653
7173,389.20239
7174,389.20245
7175,389.20248
7176,389.20248
7177,389.20691
7178,389.20706
7179,389.20987
7182,389.21698
7184,389.23868
7185,389.26758
7187,389.26773
7188,389.26794
7189,389.26797
7196,390.13965
7199,390.15726
7200,390.18713
7203,390.19064
7204,390.1907
7205,390.19083
7206,390.19083
7207,390.19086
7208,390.19376
7209,390.20618
7210,390.22723
7211,390.23752
7212,390.23923
7213,390.23932
7214,390.24002
7217,390.35721
7219,390.73227
7221,390.73236
7225,391.14182
7228,391.17404
7229,391.17563
7231,391.18854
7233,391.19785
7235,391.24902
7236,391.28381
7237,391.28391
7238,391.28394
7239,391.28397
7240,391.28406
7241,391.28409
7242,391.28412
7245,392.17352
7248,392.19122
7249,392.19196
7251,392.2067
7252,392.20679
7253,392.20682
7256,392.24356
7258,392.26483
7259,392.27856
7260,392.28015
7261,392.74881
7263,393.08539
7266,393.13943
7267,393.1506
7268,393.1524
7269,393.15482
7273,393.19006
7274,393.20993
7278,393.26251
7282,393.28638
7283,393.98239
7286,394.1163
7287,394.14862
7288,394.15222
7289,394.19763
7290,394.19763
7291,394.19766
7292,394.19775
7293,394.19781
7294,394.22171
7295,394.22186
