ID,m/z,Rt(min),Metabolite name,Adduct type,Reference m/z,Formula,Ontology,INCHIKEY,SMILES,MS/MS matched,Total score,S/N average,Spectrum reference file name,MS1 isotopic spectrum,MS/MS spectrum,KF,YF,KN,YN,KX,YX
1551,331.1181,5.904,"w/o MS2:2',3-Dihydroxy-4,4',6'-Trimethoxychalcone",[M+H]+,331.11639,C18H18O6,,WMOWJHFPSNZXSK-GQCTYLIASA-N,O=C(C=CC1=CC=C(OC)C(O)=C1)C=2C(O)=CC(OC)=CC2OC,FALSE,98.6,4.32,YF,331.1181:1060656 332.12145:178688 333.12481:213632,78.36465:3107 91.05483:3017 96.58452:3163 123.0443:30858 161.0598:3512 173.0601:5955 175.07462:4985 242.05977:3990 265.63138:3624 283.09637:3956 295.09656:10267 313.1058:6193 320.98013:3981 331.11771:5206,0,1060656,48050,43484,0,0
1552,331.1181,6.377,"w/o MS2:2',3-Dihydroxy-4,4',6'-Trimethoxychalcone",[M+H]+,331.11639,C18H18O6,,WMOWJHFPSNZXSK-GQCTYLIASA-N,O=C(C=CC1=CC=C(OC)C(O)=C1)C=2C(O)=CC(OC)=CC2OC,FALSE,98.5,5.47,YF,331.11813:1139535 332.12148:374052 333.12484:637582,56.17776:2513 58.68742:2413 60.51863:2757 64.09263:2766 67.05466:4671 70.29053:2772 95.04938:4173 96.70887:3094 98.61155:3340 123.04385:35719 125.52724:3232 143.84138:2966 147.04488:3733 149.05907:4462 151.98355:3159 153.8521:3109 161.0598:5813 168.61987:3330 173.0601:7930 175.07681:4100 179.49306:3209 213.05367:5225 226.80305:3018 242.0562:9666 243.06654:8274 283.09637:3931 295.09723:17046 304.36642:3342,33129,1139535,18030,65787,0,20822
1595,331.2473,13.833,Unknown,[M+H]+,null,null,null,null,null,FALSE,null,10.39,YX,331.24731:1323699 332.25066:397131 333.25402:103580,53.38088:2811 55.05477:5063 67.05507:8195 68.73027:3045 69.07034:5104 71.0493:4716 79.05455:7573 81.07003:8493 86.32336:2838 91.05469:4178 93.07003:11026 95.08616:4320 97.40421:3215 98.98391:4422 103.6267:3315 105.07017:4900 107.08525:6099 108.21541:3079 109.10156:3047 121.10096:6508 224.76614:3488 260.77991:3075 277.2131:4404 331.2258:7281,268429,928138,0,0,0,1323699
1660,333.1368,8.869,w/o MS2:cinchonine,[M+H]+,333.13635,C19H22N2O,Cinchona alkaloids,KMPWYEUPVWOPIM-QAMTZSDWSA-N,OC(C=1C=CN=C2C=CC=CC21)C3N4CCC(C3)C(C=C)C4,FALSE,99.9,17.9,YN,333.13681:3430364 334.14016:749541 335.14352:151831,51.33144:2643 55.72367:3005 55.83904:3050 63.95266:3127 67.05459:10471 69.03397:64995 69.07038:3288 70.06578:10122 71.70528:2975 79.0546:11601 81.07007:7681 83.04938:5878 85.06486:4077 86.06009:9858 91.05474:9988 93.06985:17335 95.04929:4063 95.08621:7349 98.06021:62909 105.07017:35042 107.08526:26328 109.06489:8203 111.08099:9314 119.08549:11169 121.10103:14204 123.08008:4601 124.0754:5153 126.09185:71194 133.10065:33544 134.26038:4158 135.07996:6431 135.11719:3417 138.89748:3301 147.11749:4261 175.11182:3608 177.12659:3786 205.158:4736 217.1581:10355 235.17084:7776 248.16563:4854 253.17863:11453 295.15878:3040 331.08884:3789 333.138:54621 333.21844:42030,222880,0,25650,3430364,0,0
1668,333.18,12.668,w/o MS2:5-[(E)-3-hydroxybut-1-enyl]-4-[4-[(E)-3-oxobut-1-enyl]anilino]oxolan-2-one,[M+H]+,333.18088,C18H21NO4,Cinnamic acids and derivatives,HGCMCLAKARHJBW-OXWOXFIQSA-N,O=C1OC(C=CC(O)C)C(NC2=CC=C(C=CC(=O)C)C=C2)C1,FALSE,99.6,38.57,YN,333.17999:7404092 334.18334:1677466 335.1867:438684,56.95026:2725 74.63493:2858 79.0546:5001 81.07077:6294 85.02936:16338 93.07008:3642 97.56766:3483 108.78997:3155 118.18604:3632 120.0813:9719 122.0596:3253 126.77945:3419 130.45715:3588 134.09676:7970 162.09193:6187 171.11601:3297 173.0945:5492 213.103:15721 215.15396:5607 217.13335:16219 221.98029:3422 227.11737:14919 228.12703:11624 229.13348:5816 241.13364:12297 242.14171:5693 243.14902:33748 244.15166:3313 245.12781:31134 255.14603:7052 257.16382:82686 258.16803:6921 260.15021:6471 271.10498:3530 275.12839:7117 283.14127:4583 286.12866:4999 287.14111:6272 301.15292:28122 302.16168:16728 333.17844:69243,492347,34256,43038,7404092,0,0
1674,333.2174,9.125,Unknown,[M+H]+,null,null,null,null,null,FALSE,null,11.66,YN,333.21741:2269764 334.22076:704422 335.22412:147814,53.3203:2753 57.4388:2786 60.17094:2717 61.35582:3036 66.61674:2950 69.03392:3759 70.06579:13780 75.93327:3796 79.0546:3538 81.07077:6665 85.02916:8183 86.09644:5512 91.05475:4641 92.42969:3408 95.08622:3868 97.45899:3043 98.06035:91146 105.07023:5258 107.08531:3162 126.09179:106844 131.08542:3021 135.08144:3835 219.22423:3397 248.16565:5831 256.88248:3961 332.23444:7459 333.21759:64214,116461,8492,71080,2269764,0,0
1729,334.2379,15.812,"w/o MS2:7-(2-hydroxypropan-2-yl)-1,4a-dimethyl-2,3,4,9,10,10a-hexahydrophenanthrene-1-carboxylic acid",[M+H]+,334.23767,C20H28O3,Diterpenoids,ILQLITDRYFHAGM-UHFFFAOYSA-N,O=C(O)C1(C)CCCC2(C3=CC=C(C=C3CCC12)C(O)(C)C)C,FALSE,100,5.76,YF,334.23792:5154490 335.24127:1688314 336.24463:559911,55.05485:7884 67.05517:9778 67.69289:3431 69.07053:20590 77.41226:3233 81.07014:13133 83.08607:4212 91.05482:4308 93.07016:8756 95.08541:9085 105.07032:7918 107.0854:10201 109.10171:7575 119.08559:9242 123.08148:4231 123.11645:6334 125.66604:3971 127.19481:3328 130.06532:5517 131.07271:7901 131.08553:7259 133.10252:4174 144.08054:6367 145.08954:11716 146.0955:21186 147.10461:25380 158.09679:6000 159.10448:5005 160.07573:5322 160.11223:8472 161.08304:8766 170.09546:4474 173.0834:29293 174.09019:40223 184.07387:3626 186.09157:14522 186.12769:3800 188.14264:7466 214.12227:4199 270.22263:7342 272.23856:28664 298.21704:91822 299.2207:5613 316.22861:294552 317.22897:26342 333.242:5332 334.23627:23829,121774,5154490,0,0,0,0
1777,335.2192,17.171,"w/o MS2:(9Z,12E)-15,16-dihydroxyoctadeca-9,12-dienoic acid",[M+Na]+,335.21927,C18H32O4,Lineolic acids and derivatives,LKLLJYJTYPVCID-JVVXYUKTSA-N,O=C(O)CCCCCCCC=CCC=CCC(O)C(O)CC,FALSE,100,118.11,YX,335.21918:33061644 336.22253:8459121 337.22589:774976,58.76116:2732 68.29573:3080 70.42922:2953 78.50219:3242 81.03404:3437 84.0407:3184 85.23171:3144 96.59607:2846 98.9839:4883 102.04052:3407 107.06002:12532 115.20239:3486 118.62705:2876 124.08711:6071 148.08672:4872 165.99487:5238 172.088:4335 213.11526:4251 243.44034:3488 247.96539:9559 270.98206:7764 293.99817:5302 335.21753:479205,1898760,5696332,28786,108157,1008763,33061644
1778,335.2193,17.977,"w/o MS2:(9Z,12E)-15,16-dihydroxyoctadeca-9,12-dienoic acid",[M+Na]+,335.21927,C18H32O4,Lineolic acids and derivatives,LKLLJYJTYPVCID-JVVXYUKTSA-N,O=C(O)CCCCCCCC=CCC=CCC(O)C(O)CC,FALSE,100,236.58,YF,335.2193:81619824 336.22265:21378412 337.22601:7892623,53.03937:6244 55.05485:11496 60.04504:6543 67.05465:23747 69.07044:16435 71.04941:7212 74.33992:6191 79.05466:9657 81.07014:21581 91.05482:10730 93.07016:16323 95.08541:22506 105.07032:13386 107.06018:15372 107.0854:13629 109.10063:15225 119.08559:13310 124.0873:9945 131.08553:9829 135.11729:10415 136.11174:9007 148.08694:7698 174.94505:7224 179.14462:7177 191.21693:7939 218.20908:7726 230.1402:9944 317.21249:10208 334.27124:7832 334.31183:9874 335.21796:960890,1206969,81619824,64914,42988,345937,2281387
1779,335.2194,17.838,"w/o MS2:(9Z,12E)-15,16-dihydroxyoctadeca-9,12-dienoic acid",[M+NH4]+,335.21927,C18H32O4,Lineolic acids and derivatives,LKLLJYJTYPVCID-JVVXYUKTSA-N,O=C(O)CCCCCCCC=CCC=CCC(O)C(O)CC,FALSE,100,105.09,YF,335.21939:71814424 336.22274:17227644 337.2261:22839116,61.66789:12130 68.93183:12172 69.06989:15960 84.78809:12238 91.054:24593 93.07101:13913 95.08542:12761 97.88106:11451 100.04408:12309 107.06019:16424 107.0854:16611 121.10114:12981 126.69161:11816 165.09222:16719 195.09918:15320 243.13841:21194 307.96835:14507 335.21796:1724594,1082571,71814424,88868,67600,383646,6601157
1806,336.1294,10.137,Unknown,[M+H]+,null,null,null,null,null,FALSE,null,4.88,YN,336.12939:1889794 337.13274:406390 338.1361:137927,53.08551:2402 55.56033:2500 57.2235:2854 63.33443:2585 67.05512:3307 71.04935:4425 78.26533:3285 79.0546:12886 81.07077:3575 87.02667:9065 90.0375:3461 91.05475:4208 93.07009:13475 104.40847:3011 107.0601:6718 107.08532:3893 108.04807:8367 117.07058:7052 121.06439:12706 123.70401:3158 124.0872:7846 129.11391:3208 131.99246:3756 135.07996:7826 135.13655:3052 138.1353:3258 152.05806:3750 164.05688:4326 165.06393:7792 178.07152:5692 179.08084:5452 180.08774:23995 187.07999:3510 187.11638:3270 206.0665:15780 213.11246:4278 221.09222:5463 224.12851:3296 233.09164:6191 248.10265:4832 272.13232:11428 276.09613:7457 318.15671:27389 336.12753:9074 336.19479:27166,0,20674,845243,1889794,0,0
2021,340.2474,15.108,Unknown,[M+NH4]+,null,null,null,null,null,FALSE,null,33.96,YF,340.24741:24202670 341.25076:6140233 342.25412:719568,55.05484:11695 57.03445:22113 58.06564:4128 60.08168:80526 67.05475:22923 69.07043:14806 71.0494:4864 72.08166:4037 79.05486:17879 81.07015:44427 83.05016:7141 84.08101:7146 85.02922:938857 86.03214:14381 91.05476:29744 93.07017:33827 95.04936:7498 95.0863:57291 97.06518:4241 99.92745:4656 101.06049:4747 103.03912:5844 105.07028:33236 107.08539:13612 109.1017:11950 110.88593:4170 119.08567:46338 121.10112:12573 123.11644:5716 133.10115:24115 135.11729:27773 137.09589:5157 137.13243:12058 144.10172:25311 157.04982:16631 161.13136:68449 169.10052:6700 179.14246:53136 183.79469:3924 210.59488:4352 274.23492:3978 281.17313:28535 321.25836:4480 339.26453:5299 340.25046:412798,669789,24202670,43521,1717619,36697,1102142
2114,342.2636,16.478,Unknown,[M+H]+,null,null,null,null,null,FALSE,null,26.01,YF,342.26355:7438615 343.2669:3699875 344.27026:1180366,55.05491:27770 57.03436:14870 57.07073:8663 60.08126:38757 67.05465:14867 69.07043:15426 71.08633:6111 79.05466:15358 81.07013:32535 83.08607:10908 85.0292:487799 86.03215:7281 87.04444:7166 90.91819:4529 91.05482:8444 93.07015:19677 95.04937:13646 95.08632:26408 96.02346:3374 97.06518:6302 97.10147:7327 105.07031:9318 107.08547:17561 109.06488:36353 109.10171:11656 111.08108:6878 111.15439:3354 117.06947:5100 119.08558:9093 121.10122:19238 131.08553:6840 133.10107:5423 135.11728:13584 137.44363:3625 144.10185:7703 147.1176:9608 159.11591:3771 161.13345:4782 163.14813:7830 168.13914:5172 171.59264:3435 181.1579:8141 186.14935:4973 199.17004:4203 201.16547:3678 253.19411:5553 283.19052:27627 293.20663:4271 306.27884:9943 323.27185:7707 324.27185:6182 342.26492:160633,542994,7438615,31810,41787,24874,970182
2156,343.2623,18.844,Unknown,[M+H]+,null,null,null,null,null,FALSE,null,1035.4,YX,343.26233:310704064 344.26568:98286992 345.26904:13052908,55.05485:321994 57.07064:124632 60.08158:61381 65.03909:56880 67.05468:831680 69.07033:243306 71.07372:42924 75.69844:36981 79.05466:846817 80.05038:41983 81.07012:837386 82.06552:193232 83.08594:109117 85.0648:150471 86.09662:313834 91.05479:1168532 93.07014:1119377 95.04922:96765 95.0863:599301 96.08134:47526 102.18631:46264 105.07026:794527 107.08539:603126 109.1017:276996 112.32813:47214 117.07037:515415 119.08549:862406 121.06429:65754 121.10109:435101 123.11625:83058 125.0005:239881 128.06288:58419 129.06938:217728 131.08543:1001994 133.101:600483 135.07983:150874 135.11745:252327 141.06947:142415 143.08528:275324 145.10112:720971 147.08015:46626 147.11745:429096 149.09679:105327 149.13306:106388 155.08438:102044 157.10005:228952 159.07948:70829 159.11607:380419 161.09634:66444 161.13322:337452 163.14787:114559 167.08527:52925 169.10028:170572 171.1163:229053 173.13322:324021 175.11166:72802 175.14903:160721 177.16444:62653 181.10213:159665 183.11577:103397 184.07346:730325 185.0771:61555 185.13185:224236 187.11137:57551 187.1474:217702 189.12756:60158 189.16457:59664 195.11694:92001 197.13297:105238 199.1111:51082 199.14841:145973 201.16243:177037 209.13281:117187 211.14922:94366 213.16245:94338 215.18073:164507 221.1544:67909 223.1483:99324 227.18211:60520 229.15962:73107 239.17818:48425 259.16595:81443 264.26913:366320 265.19217:46985 265.26999:59286 269.22659:184237 273.18671:53271 283.20432:72471 293.22522:191154 311.23773:296594 343.26361:1771108,385874,2120492,570198,62952,0,310704064
2160,343.2626,17.592,Unknown,[M+H]+,null,null,null,null,null,FALSE,null,15.52,YF,343.2626:4776602 344.26595:1554424 345.26931:511187,55.05485:9972 55.2701:2971 57.07073:6687 63.96532:3375 67.05479:31994 69.07043:9247 71.04997:5017 73.02877:3798 79.05468:18592 81.0703:48101 83.08607:12401 86.07:3161 91.05477:15793 93.07023:45224 95.04937:5333 95.08554:40290 96.84428:3487 97.10147:4194 105.07034:36132 107.08562:44721 109.10177:31375 111.08108:3392 117.06947:5603 119.08563:38491 121.10117:41214 123.11645:6514 131.08553:14820 133.10153:30611 135.116:27537 145.10114:12030 147.11606:24487 149.09531:4166 149.13152:16247 155.08463:4748 157.10239:6841 159.116:15684 161.13164:21318 162.13512:3833 163.14813:11914 166.23267:3436 167.10806:4381 169.10056:3645 171.11615:11812 173.13174:16622 175.14711:11788 181.12321:4516 185.13232:5380 187.14809:14868 189.16487:6049 193.12183:6206 197.13329:8349 199.14873:5291 201.16277:13108 207.13702:5229 211.14957:3836 215.17809:13892 221.15475:3506 233.15259:10430 235.1676:3392 247.16786:8767 261.18411:6617 279.2114:3571 283.24094:13718 307.24182:6748 325.25424:10742 343.26407:123545,738687,4776602,373141,77032,0,600741
2188,344.1889,15.61,w/o MS2:HYDROQUINIDINE,[M+H]+,344.19016,C20H26N2O2,Cinchona alkaloids,LJOQGZACKSYWCH-UHFFFAOYSA-N,OC(C=1C=CN=C2C=CC(OC)=CC21)C3N4CCC(C3)C(C4)CC,FALSE,99.2,22.65,YF,344.18887:20547694 345.19222:5030346 346.19558:982736,53.03937:3239 55.01845:5488 55.05497:30411 57.07032:8992 61.02902:3513 67.05473:80209 69.07054:38901 70.02915:3561 71.0494:4940 71.08576:3340 76.02188:5409 79.05472:121058 81.07017:92845 83.04953:17352 83.08607:13252 85.01138:6968 85.06567:4286 85.1014:5126 88.03947:47780 91.05491:42448 93.07021:160769 95.04938:20040 95.08629:50887 97.06518:9704 97.10147:3439 105.07037:27336 107.04967:7241 107.0854:83697 109.06497:10265 109.10167:24066 111.0267:5493 111.07997:4631 117.06947:12899 119.08592:21434 121.06462:16869 121.10111:63266 122.02645:6089 123.08018:6186 123.11637:20236 125.06038:9106 131.08551:16603 133.10107:12960 135.08028:19328 135.11728:12326 139.07474:15379 145.10114:13792 147.1176:9562 149.09529:11475 149.13155:4202 153.0912:5200 159.11591:6460 161.13374:15735 163.11256:5843 163.14809:98805 164.15079:5787 164.3924:3368 167.106:4703 175.36714:3113 177.16473:7697 187.14844:20511 195.11984:3716 197.13329:5855 205.15808:20483 221.13605:4281 223.17078:9613 298.18277:4415 310.7963:4098 327.15948:7373 343.26413:9384 344.18896:20655 344.26144:5987,521147,20547694,0,42943,4828714,1029139
2297,346.237,17.927,Unknown,[M+H]+,null,null,null,null,null,FALSE,null,31.67,YF,346.23703:29872426 347.24038:10986638 348.24374:2036579,55.01844:15048 55.055:27057 57.03394:6764 57.07044:23265 60.04511:24523 67.05463:14501 69.07052:57374 70.06583:7160 71.08632:8982 73.02875:10197 76.69321:5607 79.05464:11557 81.07002:30982 83.08611:51910 85.06491:6305 91.0548:15691 93.07026:33287 95.04935:6612 95.08622:23453 97.10145:11814 105.07029:9996 107.08576:30914 109.10169:10625 111.08106:11680 117.06945:5623 118.06554:133203 119.08556:11549 120.08013:5983 121.1011:14169 123.11642:5498 130.06529:8103 132.08034:153367 132.55229:6272 133.05154:17857 133.0881:94331 134.09537:21066 135.08003:11716 144.08049:110626 145.06456:72749 146.06044:93580 146.09575:12742 147.06682:6388 149.13153:14116 156.08029:23246 160.07571:114322 161.08307:428851 162.09203:1529962 163.09515:58694 165.09016:7386 167.35002:5530 175.11191:7367 188.1059:7657 198.09216:7993 203.1086:7553 216.10297:6193 284.29257:8093 300.2294:10741 328.22827:14634 328.32416:5842 345.28128:9700 346.23859:1101668,919786,29872426,294454,76038,0,21896
2304,346.31,19.324,Unknown,[M+H]+,null,null,null,null,null,FALSE,null,35.86,YN,346.31042:5227259 347.31377:1900771 348.31713:159444,55.97819:3116 57.07041:23250 65.03914:5706 75.02658:5948 81.07007:3603 91.05484:403080 92.05749:8738 93.03717:18908 95.04962:17866 116.0526:3707 168.0047:3196 176.28455:3408 220.48553:3583 235.05103:23709 245.43013:3476 273.20404:3578 291.11319:13620 304.23022:9239 346.31155:120417,0,273347,0,5227259,30688,6558903
2348,347.2213,17.756,w/o MS2:Cortodoxone,[M+H]+,347.22171,C21H30O4,,WHBHBVVOGNECLV-VLAJLFEZSA-N,O=C1C=C2CCC3C(CCC4(C)C3CCC4(O)C(=O)CO)C2(C)CC1,FALSE,62.7,41.93,YF,347.22134:101160248 348.22469:33952880 349.22805:4172324,53.03935:5736 55.05491:85980 57.03434:7403 57.0703:18661 59.04977:5349 67.05472:47736 69.03395:10442 69.07046:73150 70.06591:37241 71.08631:10670 79.0547:53554 81.07018:101613 83.04951:22193 83.08606:29342 85.06491:14273 85.10137:7171 88.07626:61251 91.05479:46080 93.07019:113023 95.04934:13860 95.08626:73126 97.06515:16922 97.10112:19945 102.09167:34495 105.07041:64278 107.08542:102547 109.06494:14316 109.10161:62591 111.04442:8905 111.08105:18001 117.06944:15960 119.08566:60291 121.06445:16586 121.10111:59339 122.07245:12023 123.08027:20145 123.11641:10242 125.09616:10049 127.07514:6528 129.06946:11520 130.07794:5917 131.08588:32216 133.10101:38026 135.08012:53266 135.1172:39104 137.09586:97986 139.07623:7897 139.11203:9504 142.07773:8098 143.08521:11953 144.0936:9432 145.10123:24478 147.08034:7742 147.11584:38515 149.09525:138081 149.13324:16745 150.09991:8800 151.07584:24902 151.11125:4921 153.08936:7254 153.12709:5041 155.08641:4991 156.09322:6459 157.10046:19035 159.0797:16288 159.11597:53273 160.08907:20117 161.09702:21225 161.13341:9281 162.06657:7548 163.075:10571 163.11226:38296 165.09024:639304 165.12839:13586 166.09435:28159 170.10803:6018 171.1161:19391 172.0882:12364 173.09663:23158 173.13345:11314 174.10321:17688 175.07454:16288 175.11177:68710 176.08308:20563 177.091:101370 177.12663:57037 179.1082:9363 181.0862:5618 185.09645:10463 186.10355:9320 187.11127:27739 188.0842:19375 189.09087:78501 189.12727:32847 190.09842:17183 191.10664:53346 199.11147:44878 199.20731:4874 201.08966:8595 201.1281:24320 202.0995:25345 203.1059:364232 203.14433:10109 204.11148:25469 205.08568:9699 205.12167:74642 213.1273:15502 215.10619:9389 215.1451:4882 217.12183:73054 219.13817:9551 228.11734:4965 229.12045:11810 231.13597:34319 241.11955:4888 243.13834:6128 255.13843:11294 278.16565:5135 281.15042:7322 283.20468:9184 284.29257:83021 285.29901:29802 293.18918:20429 296.17621:18771 301.18378:8245 301.2135:23675 311.20181:85856 312.20392:6246 319.1893:27412 328.31848:9083 329.21179:189082 329.32501:6395 330.21014:18885 346.33044:148983 347.21829:157717 347.33493:68284,2911394,101160248,240830,159572,2925268,554886
2424,349.1978,18.1,w/o MS2:hydroquinidine,[M+Na]+,349.18863,C20H26N2O2,Cinchona alkaloids,LJOQGZACKSYWCH-WZBLMQSHSA-N,OC(C=1C=CN=C2C=CC(OC)=CC21)C3N4CCC(C3)C(C4)CC,FALSE,73.7,29.67,YF,349.19775:63293112 350.2011:16630477 351.20446:2208364,54.3208:9940 58.88618:9652 60.13339:9517 67.05465:13105 91.054:13518 93.07016:20953 95.08541:20032 105.07032:11341 107.0854:16378 119.08559:13286 133.10107:11125 146.51871:9897 161.85551:10881 166.39946:10274 220.11052:11181 322.2326:11929 349.19632:1778560,471063,63293112,0,29875,0,31362
2489,350.3407,19.194,Unknown,[M+H]+,null,null,null,null,null,FALSE,null,21.41,YF,350.34067:23295324 351.34402:6707004 352.34738:1043201,53.00275:6194 53.14686:3132 55.05503:97106 57.07054:31928 60.04459:3717 67.05486:45837 69.07062:124262 71.08595:128347 72.04512:4761 79.05475:19003 81.07036:54029 83.08627:44362 84.04447:4106 86.06015:10969 86.0965:12625 86.18521:3039 88.11256:252612 90.05539:11440 91.05439:15999 93.07058:25034 95.08563:56356 97.10171:16585 97.75719:3517 100.07539:4704 105.06929:13326 107.08549:17611 109.06497:3881 109.07577:4898 109.10215:23983 111.08108:5450 111.11661:3513 114.09083:8516 117.07067:4608 119.08558:14310 119.1978:3694 121.10112:11635 123.04393:8881 123.11644:6814 133.10106:13281 135.11578:4872 137.05936:3455 142.12274:7752 147.11591:5699 149.59375:3498 156.13806:18076 161.13345:4860 163.14812:3723 168.07506:3367 170.15434:18599 179.14233:3613 184.1687:17637 198.18475:8712 212.20094:11850 226.21463:6186 238.2168:4869 240.23087:5693 245.22626:4243 254.24808:5015 255.2274:3212 268.26187:6485 282.28049:4225 287.99222:3789 319.2258:4981 349.35757:25592 350.16977:5709 350.34378:218922,1960,23295324,0,144965,0,255749
